Id,MSSubClass,MSZoning,Utilities,Neighborhood,BldgType,RoofMatl,Foundation,TotalBsmtSF,Heating,CentralAir,Electrical,1stFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,Functional,GarageType,PavedDrive,Fence,MiscFeature,MiscVal,SaleType,SaleCondition,SalePrice,StreetAlley,LandSlpContr,LotCondition,BsmtFinType,BsmtGrade,LotExterior,ExterGrade,GarageGrade,HouseAge,GarageAge,RemodAge,BsmtFinSF,TotalBsmtBath,LivRmsAbvGrd,WDOpnPorch,TSSnEncPorch,OverallGrade
89,50,C (all),AllPub,IDOTRR,1Fam,CompShg,CBlock,1013,GasA,N,SBrkr,1013,513,1526,1,0,2,1,Typ,missing,N,MnPrv,missing,0,ConLD,Abnorml,85000,1.5,1.5,1.0,5.0,1.5,9.5,1.0,5.0,94,29.0,27,0,0.0,3,0,156,2.5
90,20,RL,AllPub,CollgCr,1Fam,CompShg,PConc,990,GasA,Y,SBrkr,990,0,990,1,0,3,1,Typ,missing,Y,missing,missing,0,WD,Normal,123600,1.5,1.5,2.0,3.5,2.5,12.5,3.5,5.0,13,27.0,12,588,1.0,1,0,0,4.5
91,20,RL,AllPub,NAmes,1Fam,CompShg,Slab,0,GasA,Y,FuseA,1040,0,1040,1,0,2,1,Typ,Detchd,Y,missing,missing,0,WD,Normal,109900,1.5,1.5,2.0,6.0,4.0,8.5,3.5,4.0,56,56.0,56,0,0.0,1,29,0,4.5
92,20,RL,AllPub,NAmes,1Fam,CompShg,CBlock,1235,GasA,Y,SBrkr,1235,0,1235,1,0,2,1,Typ,Attchd,Y,GdWo,missing,0,WD,Abnorml,98600,1.5,1.5,2.0,4.5,3.0,6.0,3.5,4.0,45,45.0,45,600,0.0,3,0,0,4.0
93,30,RL,AllPub,Crawfor,1Fam,CompShg,BrkTil,876,GasA,Y,SBrkr,964,0,964,1,0,2,1,Typ,Detchd,Y,missing,missing,0,WD,Normal,163500,0.5,0.5,2.0,2.5,2.5,13.5,2.5,4.0,88,88.0,3,713,1.0,2,0,44,6.0
94,190,C (all),AllPub,OldTown,2fmCon,CompShg,BrkTil,1214,GasW,N,SBrkr,1260,0,2291,2,0,4,2,Typ,Detchd,Y,missing,missing,0,WD,Normal,133900,1.5,1.5,2.0,4.5,1.5,8.0,3.5,4.0,97,107.0,9,1046,0.5,3,0,99,6.0
95,60,RL,AllPub,CollgCr,1Fam,CompShg,PConc,824,GasA,Y,SBrkr,905,0,1786,2,1,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,204750,1.5,1.5,2.0,3.5,2.5,12.5,2.5,4.0,10,10.0,10,648,1.0,3,162,0,5.5
96,60,RL,AllPub,Gilbert,1Fam,CompShg,PConc,680,GasA,Y,SBrkr,680,0,1470,2,1,3,1,Typ,BuiltIn,Y,missing,Shed,480,WD,Normal,185000,1.5,1.5,2.0,2.5,1.5,12.5,1.0,4.0,16,16.0,16,310,0.0,2,295,0,7.0
97,20,RL,AllPub,CollgCr,1Fam,CompShg,PConc,1588,GasA,Y,SBrkr,1588,0,1588,2,0,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,214000,1.5,1.5,2.0,2.5,2.5,12.5,3.0,4.0,7,7.0,7,1162,0.0,2,187,0,6.0
98,20,RL,AllPub,Edwards,1Fam,CompShg,CBlock,960,GasA,Y,FuseF,960,0,960,1,0,3,1,Typ,Attchd,P,missing,missing,0,WD,Normal,94750,1.5,0.5,2.0,4.5,3.0,6.0,3.5,4.0,42,42.0,42,520,1.0,2,120,0,4.5
99,30,RL,AllPub,Edwards,1Fam,CompShg,BrkTil,458,GasA,N,SBrkr,835,0,835,1,0,2,1,Typ,Basment,Y,missing,Shed,400,COD,Abnorml,83000,1.5,1.5,2.0,2.5,3.0,13.5,3.5,2.5,90,90.0,60,108,0.0,2,0,77,5.0
100,20,RL,AllPub,NAmes,1Fam,CompShg,CBlock,950,GasA,Y,SBrkr,1225,0,1225,1,1,3,1,Typ,missing,Y,missing,Shed,400,WD,Normal,128950,1.5,1.5,2.0,2.5,3.0,9.5,3.5,5.0,51,30.0,51,569,1.0,2,352,0,4.5
101,20,RL,AllPub,NWAmes,1Fam,CompShg,PConc,1610,GasA,Y,SBrkr,1610,0,1610,2,0,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,205000,1.5,1.5,2.0,2.5,3.0,9.5,3.5,4.0,33,33.0,9,1200,1.0,2,236,0,6.5
102,60,RL,AllPub,SawyerW,1Fam,CompShg,CBlock,741,GasA,Y,SBrkr,977,0,1732,2,1,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,178000,1.5,1.5,2.0,5.0,2.5,6.0,3.0,4.0,25,25.0,25,0,0.0,3,238,0,5.5
103,90,RL,AllPub,SawyerW,Duplex,CompShg,Slab,0,GasA,Y,SBrkr,1535,0,1535,2,0,4,2,Typ,Attchd,Y,missing,missing,0,WD,Alloca,118964,1.5,0.0,2.0,6.0,4.0,6.0,2.0,4.0,30,30.0,30,0,0.0,2,0,0,5.0
104,20,RL,AllPub,CollgCr,1Fam,CompShg,PConc,1226,GasA,Y,SBrkr,1226,0,1226,2,0,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,198900,1.5,1.5,2.0,5.0,2.5,12.5,3.5,4.0,1,1.0,1,0,0.0,2,36,0,6.0
105,50,RM,AllPub,IDOTRR,1Fam,CompShg,PConc,1040,GasA,Y,FuseF,1226,0,1818,1,1,4,1,Typ,Detchd,Y,missing,missing,0,WD,Normal,169500,1.5,1.5,2.0,4.0,3.0,11.5,2.0,4.0,76,56.0,57,224,0.0,2,0,184,5.5
106,60,FV,AllPub,Somerst,1Fam,CompShg,PConc,1053,GasA,Y,SBrkr,1053,0,1992,2,1,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,250000,1.5,1.5,2.0,5.0,1.5,12.5,3.0,4.0,5,5.0,4,0,0.0,5,185,0,6.5
107,30,RM,AllPub,OldTown,1Fam,CompShg,BrkTil,641,GasA,Y,SBrkr,1047,0,1047,1,0,2,1,Typ,Detchd,N,missing,Shed,450,WD,Normal,100000,0.5,1.5,2.0,5.0,2.0,12.5,3.5,1.0,122,53.0,12,0,0.0,3,0,0,5.5
108,20,RM,AllPub,OldTown,1Fam,CompShg,CBlock,789,GasA,Y,SBrkr,789,0,789,1,0,2,1,Typ,Detchd,Y,missing,missing,0,WD,Partial,115000,1.5,1.5,2.0,0.5,3.0,12.5,3.5,4.0,60,60.0,58,273,0.0,2,0,0,5.0
109,50,RM,AllPub,IDOTRR,1Fam,CompShg,CBlock,793,GasW,N,FuseF,997,0,1517,2,0,3,1,Typ,missing,N,missing,missing,0,WD,Normal,115000,1.5,1.5,1.0,5.0,3.0,5.0,3.5,5.0,88,27.0,2,0,0.0,3,0,144,6.0
110,20,RL,AllPub,NWAmes,1Fam,CompShg,CBlock,1844,GasA,Y,SBrkr,1844,0,1844,2,0,3,1,Typ,Attchd,Y,MnPrv,missing,0,COD,Normal,190000,1.5,1.5,2.0,3.0,2.5,9.5,3.5,4.0,33,33.0,33,705,0.0,3,122,0,6.0
111,50,RL,AllPub,Edwards,1Fam,CompShg,CBlock,994,GasA,Y,SBrkr,1216,0,1855,2,0,4,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,136900,1.5,1.5,2.0,4.5,1.5,13.5,3.5,4.0,52,52.0,34,444,0.0,2,182,0,5.0
112,80,RL,AllPub,Gilbert,1Fam,CompShg,PConc,384,GasA,Y,SBrkr,774,0,1430,2,1,3,1,Typ,BuiltIn,Y,missing,missing,0,WD,Normal,180000,1.5,1.5,2.0,3.5,2.5,12.5,3.5,4.0,10,10.0,10,250,0.0,3,180,0,6.0
113,60,RL,AllPub,CollgCr,1Fam,CompShg,PConc,1264,GasA,Y,SBrkr,1282,0,2696,2,1,4,1,Typ,BuiltIn,Y,missing,missing,0,New,Partial,383970,1.5,1.5,2.0,3.5,1.5,12.5,3.0,4.0,0,0.0,0,984,1.0,5,304,168,6.0
114,20,RL,AllPub,Crawfor,1Fam,CompShg,CBlock,1809,GasA,Y,SBrkr,2259,0,2259,2,0,3,1,Typ,Basment,Y,MnPrv,missing,0,COD,Abnorml,217000,1.5,0.0,2.0,2.0,2.5,13.5,2.5,4.0,54,54.0,54,904,1.0,3,286,192,5.5
115,70,RL,AllPub,Crawfor,1Fam,CompShg,CBlock,1028,GasA,Y,SBrkr,1436,0,2320,2,1,3,1,Typ,Detchd,Y,MnPrv,missing,0,WD,Normal,259500,1.5,2.0,2.0,1.5,3.0,13.5,3.5,4.0,62,62.0,5,924,1.0,5,224,0,7.0
116,160,FV,AllPub,Somerst,TwnhsE,CompShg,PConc,729,GasA,Y,SBrkr,729,0,1458,2,1,2,1,Typ,Detchd,Y,missing,missing,0,WD,Normal,176000,1.0,1.5,2.0,3.5,2.5,8.0,3.5,4.0,8,8.0,8,419,0.0,2,32,0,5.5
117,20,RL,AllPub,Sawyer,1Fam,CompShg,CBlock,1092,GasA,Y,SBrkr,1092,0,1092,1,0,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,139000,1.5,1.5,2.0,2.0,3.0,13.5,3.5,4.0,47,47.0,47,840,0.5,2,20,144,5.0
118,20,RL,AllPub,Edwards,1Fam,CompShg,PConc,1125,GasA,Y,SBrkr,1125,0,1125,1,1,2,1,Typ,Attchd,Y,missing,missing,0,New,Partial,155000,1.5,1.5,2.0,5.0,2.5,12.5,3.5,4.0,1,0.0,0,0,0.0,2,144,0,5.0
119,60,RL,AllPub,SawyerW,1Fam,CompShg,PConc,1673,GasA,Y,SBrkr,1699,0,3222,3,0,5,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,320000,1.5,1.5,2.0,3.5,2.5,9.5,3.5,4.0,20,20.0,20,1470,1.0,5,367,0,6.0
120,60,RL,AllPub,CollgCr,1Fam,CompShg,PConc,728,GasA,Y,SBrkr,728,0,1456,2,1,3,1,Typ,Attchd,Y,missing,missing,0,New,Partial,163990,1.5,1.5,2.0,5.0,2.5,12.5,3.0,4.0,1,1.0,0,0,0.0,4,24,0,5.5
121,80,RL,AllPub,ClearCr,1Fam,Metal,CBlock,938,GasA,Y,SBrkr,988,0,988,1,0,1,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,180000,1.5,2.0,2.0,2.5,3.0,9.5,3.5,4.0,37,37.0,37,938,1.0,2,130,130,5.5
122,50,RM,AllPub,IDOTRR,1Fam,CompShg,PConc,732,GasA,Y,SBrkr,772,0,1123,1,0,3,1,Typ,Detchd,P,MnPrv,missing,0,WD,Normal,100000,1.5,1.5,2.0,5.0,3.0,0.0,3.5,4.0,68,28.0,57,0,0.0,0,0,140,4.5
123,20,RL,AllPub,NAmes,1Fam,CompShg,CBlock,1080,GasA,Y,SBrkr,1080,0,1080,1,0,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,136000,1.5,1.5,2.0,3.0,3.0,8.0,2.5,4.0,50,50.0,50,570,0.0,1,0,130,6.5
124,120,RL,AllPub,SawyerW,TwnhsE,CompShg,PConc,1199,GasA,Y,SBrkr,1199,0,1199,2,0,2,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,153900,1.5,1.5,2.0,3.5,2.5,9.5,3.0,4.0,15,15.0,15,300,0.0,2,63,0,5.5
125,20,RL,AllPub,NWAmes,1Fam,CompShg,CBlock,1362,GasA,Y,SBrkr,1586,0,1586,2,0,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,181000,1.5,1.5,2.0,5.0,1.0,6.0,2.5,4.0,30,30.0,11,0,0.0,3,192,0,5.5
126,190,RM,AllPub,IDOTRR,2fmCon,CompShg,CBlock,520,GasA,N,SBrkr,520,234,754,1,0,2,1,Typ,missing,N,missing,missing,0,WD,Normal,84500,1.5,1.5,2.0,3.5,3.0,13.5,2.0,5.0,71,26.0,24,490,1.0,2,53,0,7.0
127,120,RL,AllPub,NPkVill,TwnhsE,CompShg,CBlock,1078,GasA,Y,SBrkr,958,0,958,2,0,2,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,128000,1.5,1.5,2.0,2.5,2.5,9.5,3.5,4.0,31,30.0,31,120,0.0,2,205,0,5.5
128,45,RM,AllPub,OldTown,1Fam,CompShg,BrkTil,672,GasA,Y,SBrkr,840,0,840,1,0,3,1,Typ,missing,N,missing,missing,0,WD,Normal,87000,1.5,0.0,1.5,4.0,3.0,14.0,2.5,5.0,77,27.0,57,116,0.0,1,0,0,6.0
129,60,RL,AllPub,NAmes,1Fam,CompShg,CBlock,660,GasA,Y,SBrkr,660,0,1348,1,1,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,155000,1.5,1.5,3.0,3.0,3.0,12.5,3.5,4.0,40,40.0,40,512,0.0,2,296,0,5.5
130,20,RL,AllPub,NAmes,1Fam,CompShg,CBlock,1008,GasA,Y,FuseA,1053,0,1053,1,1,3,1,Typ,2Types,Y,MnWw,missing,0,WD,Abnorml,150000,1.5,1.5,2.0,2.5,3.0,9.5,3.5,4.0,48,8.0,15,595,0.5,2,80,180,6.0
131,60,RL,AllPub,NAmes,1Fam,CompShg,CBlock,924,GasA,Y,SBrkr,1216,0,2157,2,1,4,1,Typ,Attchd,Y,GdPrv,missing,0,WD,Normal,226000,1.5,1.5,2.0,4.5,3.0,8.0,3.5,4.0,40,40.0,40,445,0.0,3,171,0,6.5
132,60,RL,AllPub,Gilbert,1Fam,CompShg,PConc,992,GasA,Y,SBrkr,1022,0,2054,2,1,3,1,Typ,BuiltIn,Y,missing,missing,0,WD,Normal,244000,1.5,1.5,2.0,3.5,2.5,12.5,3.0,4.0,9,9.0,9,695,1.0,3,72,0,5.5
133,20,RL,AllPub,NAmes,1Fam,CompShg,CBlock,1063,GasA,Y,SBrkr,1327,0,1327,1,0,3,1,Typ,Detchd,Y,missing,missing,0,WD,Normal,150750,1.5,1.5,2.0,4.5,3.0,8.0,3.5,4.0,48,33.0,5,405,1.0,3,0,0,5.5
134,20,RL,AllPub,Timber,1Fam,CompShg,PConc,1267,GasA,Y,SBrkr,1296,0,1296,2,0,2,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,220000,1.5,1.5,2.0,3.5,1.5,12.5,3.0,4.0,8,8.0,7,1005,1.0,3,217,0,6.5
135,20,RL,AllPub,Sawyer,1Fam,CompShg,CBlock,1461,GasA,Y,SBrkr,1721,0,1721,2,1,3,1,Min1,Attchd,Y,MnPrv,missing,0,WD,Normal,180000,1.5,1.5,2.0,4.5,3.0,9.5,3.5,4.0,38,38.0,13,570,0.0,3,96,180,5.5
136,20,RL,AllPub,NWAmes,1Fam,CompShg,PConc,1304,GasA,Y,SBrkr,1682,0,1682,2,0,3,1,Typ,Attchd,Y,MnPrv,missing,0,WD,Normal,174000,1.5,1.5,2.0,5.0,3.0,9.5,3.5,4.0,38,38.0,38,0,0.0,3,98,0,6.5
137,20,RL,AllPub,NAmes,1Fam,CompShg,CBlock,1214,GasA,Y,SBrkr,1214,0,1214,2,0,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,143000,1.5,1.5,2.0,3.0,3.0,8.0,3.5,4.0,40,40.0,40,695,0.0,1,111,0,5.0
138,90,RL,AllPub,Mitchel,Duplex,CompShg,CBlock,1907,GasA,Y,SBrkr,1959,0,1959,3,0,5,2,Typ,2Types,Y,missing,missing,0,WD,Family,171000,1.5,1.5,2.0,5.0,3.0,12.5,3.5,4.0,18,17.0,17,0,0.0,2,0,0,6.0
139,60,RL,AllPub,CollgCr,1Fam,CompShg,PConc,1004,GasA,Y,SBrkr,1004,0,1852,2,1,3,1,Typ,Attchd,Y,GdPrv,missing,0,WD,Normal,230000,1.5,1.5,2.0,3.5,2.5,12.5,3.0,4.0,9,9.0,8,668,0.0,3,330,0,6.5
140,60,RL,AllPub,CollgCr,1Fam,CompShg,PConc,928,GasA,Y,SBrkr,928,0,1764,2,1,3,1,Typ,Attchd,Y,MnPrv,missing,0,WD,Normal,231500,1.5,1.5,2.0,3.5,2.5,12.5,3.5,4.0,12,12.0,12,821,1.0,3,375,0,5.5
141,20,RL,AllPub,NAmes,1Fam,CompShg,CBlock,864,GasA,Y,SBrkr,864,0,864,1,0,3,1,Typ,missing,Y,missing,missing,0,ConLI,Normal,115000,1.5,1.5,2.0,2.5,3.0,6.0,3.5,5.0,39,30.0,39,432,0.0,1,0,0,4.5
142,20,RL,AllPub,CollgCr,1Fam,CompShg,PConc,1734,GasA,Y,SBrkr,1734,0,1734,2,0,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,260000,1.5,1.5,2.0,3.5,2.5,12.5,3.0,4.0,1,1.0,1,1300,1.0,3,184,0,6.0
143,50,RL,AllPub,NAmes,1Fam,CompShg,CBlock,910,GasA,Y,SBrkr,910,0,1385,2,0,4,1,Typ,Detchd,Y,MnPrv,missing,0,WD,Normal,166000,1.5,1.5,1.0,4.5,3.0,8.5,2.0,4.0,58,10.0,58,507,0.0,1,0,0,4.5
144,20,RL,AllPub,CollgCr,1Fam,CompShg,PConc,1490,GasA,Y,SBrkr,1501,0,1501,2,0,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,204000,1.5,1.5,2.0,3.5,2.5,12.5,3.0,4.0,10,10.0,10,679,1.0,2,173,0,6.0
145,90,RM,AllPub,Sawyer,Duplex,CompShg,CBlock,1728,GasA,Y,SBrkr,1728,0,1728,2,0,6,2,Typ,Detchd,Y,missing,missing,0,ConLI,Abnorml,125000,1.5,1.5,3.5,4.5,3.0,6.0,3.5,4.0,43,43.0,43,1332,1.0,2,0,0,5.0
146,160,RM,AllPub,Edwards,Twnhs,CompShg,PConc,970,GasA,Y,SBrkr,970,0,1709,2,0,3,1,Maj1,Detchd,Y,missing,missing,0,WD,Normal,130000,1.5,1.5,2.0,5.0,2.5,12.5,3.0,4.0,2,2.0,0,0,0.0,3,40,0,5.5
147,30,RM,AllPub,BrkSide,1Fam,CompShg,BrkTil,715,GasA,Y,FuseA,875,0,875,1,0,2,1,Typ,Detchd,Y,missing,missing,0,WD,Normal,105000,1.5,1.5,2.0,3.0,3.0,13.5,3.5,2.5,78,78.0,16,209,1.0,2,48,0,6.0
148,60,RL,AllPub,Gilbert,1Fam,CompShg,PConc,884,GasA,Y,SBrkr,884,0,2035,2,1,3,1,Typ,BuiltIn,Y,missing,missing,0,WD,Normal,222500,1.5,1.5,2.0,5.0,2.5,12.5,3.0,4.0,9,9.0,9,0,0.0,4,192,0,6.0
149,20,RL,AllPub,SawyerW,1Fam,CompShg,PConc,1080,GasA,Y,SBrkr,1080,0,1080,1,0,3,1,Typ,missing,Y,missing,missing,0,WD,Normal,141000,1.5,1.5,2.0,3.5,2.5,12.5,3.5,5.0,4,28.0,3,680,1.0,2,0,0,6.0
150,50,RM,AllPub,BrkSide,1Fam,CompShg,BrkTil,896,GasA,Y,FuseA,896,0,1344,1,0,3,1,Typ,Detchd,Y,missing,missing,0,WD,Normal,115000,1.5,1.5,2.0,5.0,2.5,8.0,3.5,2.5,70,70.0,56,0,0.0,3,314,0,4.5
151,20,RL,AllPub,CollgCr,1Fam,CompShg,CBlock,969,GasA,Y,SBrkr,969,0,969,1,1,3,1,Typ,Attchd,Y,MnPrv,missing,0,WD,Normal,122000,1.5,1.5,2.0,3.0,3.0,6.0,3.5,4.0,32,32.0,32,716,0.0,1,0,0,5.5
152,20,RL,AllPub,NridgHt,1Fam,CompShg,PConc,1710,GasA,Y,SBrkr,1710,0,1710,2,0,2,1,Typ,Attchd,Y,missing,missing,0,New,Partial,372402,1.5,1.5,2.0,3.5,1.5,12.5,3.0,4.0,1,1.0,0,1400,1.0,3,102,0,6.5
153,60,RL,AllPub,NWAmes,1Fam,CompShg,CBlock,825,GasA,Y,SBrkr,1097,0,1993,2,1,4,1,Typ,Attchd,Y,GdWo,missing,0,WD,Normal,190000,1.5,1.5,2.0,4.5,3.0,6.0,3.5,4.0,35,35.0,35,416,0.0,3,66,0,5.5
154,20,RL,AllPub,ClearCr,1Fam,CompShg,CBlock,1602,GasA,Y,SBrkr,1252,0,1252,1,0,1,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,235000,1.5,1.5,2.0,0.5,2.5,6.5,3.5,4.0,48,48.0,33,1509,1.0,2,409,0,6.5
155,30,RM,AllPub,OldTown,1Fam,CompShg,BrkTil,1200,GasA,Y,FuseA,1200,0,1200,1,0,4,1,Typ,Detchd,Y,missing,missing,0,WD,Family,125000,1.5,1.5,2.0,5.0,3.0,13.5,3.5,1.0,83,83.0,56,0,0.0,2,0,228,5.5
156,50,RL,AllPub,Edwards,1Fam,CompShg,BrkTil,572,Grav,N,FuseF,572,0,1096,1,0,2,1,Typ,missing,N,missing,missing,0,WD,Normal,79000,1.5,1.5,1.0,5.0,3.0,13.5,3.5,5.0,84,28.0,58,0,0.0,2,8,128,5.5
157,20,RL,AllPub,NAmes,1Fam,CompShg,CBlock,0,GasA,Y,FuseF,1040,0,1040,1,0,2,1,Typ,Detchd,Y,missing,missing,0,WD,Normal,109500,1.5,1.5,2.0,6.0,4.0,13.5,3.5,4.0,56,56.0,56,0,0.0,2,0,0,6.0
158,60,RL,AllPub,Timber,1Fam,CompShg,PConc,774,GasA,Y,SBrkr,774,0,1968,2,1,4,1,Typ,BuiltIn,Y,missing,missing,0,New,Partial,269500,1.5,1.5,2.0,5.0,1.5,12.5,3.0,4.0,1,1.0,0,0,0.0,3,75,0,6.5
159,60,FV,AllPub,Somerst,1Fam,CompShg,PConc,991,GasA,Y,SBrkr,991,0,1947,2,1,3,1,Typ,Attchd,Y,GdWo,missing,0,WD,Normal,254900,1.5,1.5,2.0,3.5,2.5,12.5,3.0,4.0,6,6.0,5,222,0.0,4,136,0,6.0
160,60,RL,AllPub,Gilbert,1Fam,CompShg,PConc,1392,GasA,Y,SBrkr,1392,0,2462,2,1,4,1,Typ,Attchd,Y,missing,missing,0,New,Partial,320000,1.5,0.5,2.0,3.5,2.5,12.5,3.0,4.0,1,0.0,0,57,1.0,4,371,168,6.0
161,20,RL,AllPub,Veenker,1Fam,CompShg,PConc,1232,GasA,Y,SBrkr,1232,0,1232,2,0,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,162500,1.5,1.5,2.0,3.0,2.5,9.5,3.5,4.0,24,24.0,24,660,0.0,2,0,0,6.0
162,60,RL,AllPub,NridgHt,1Fam,CompShg,PConc,1572,GasA,Y,SBrkr,1572,0,2668,2,1,3,1,Typ,BuiltIn,Y,missing,missing,0,WD,Normal,412500,1.5,1.5,2.0,3.5,1.5,12.5,3.0,4.0,5,5.0,4,1016,1.0,6,400,0,7.0
163,20,RL,AllPub,NridgHt,1Fam,CompShg,PConc,1541,GasA,Y,SBrkr,1541,0,1541,2,0,3,1,Typ,Attchd,Y,missing,missing,0,New,Partial,220000,1.5,1.5,2.0,3.0,2.5,12.5,3.0,4.0,5,5.0,5,1201,0.0,3,70,0,6.0
164,45,RL,AllPub,OldTown,1Fam,CompShg,CBlock,882,GasA,Y,SBrkr,882,0,882,1,0,1,1,Typ,missing,Y,MnPrv,missing,0,WD,Normal,103200,1.5,1.5,2.0,5.0,3.0,8.0,3.5,5.0,51,27.0,51,0,0.0,2,0,0,5.0
165,40,RM,AllPub,OldTown,1Fam,CompShg,BrkTil,1149,GasA,Y,FuseA,1149,0,1616,2,0,3,1,Typ,Detchd,Y,missing,missing,0,WD,Normal,152000,1.0,1.5,2.0,4.0,3.0,8.0,2.5,4.0,81,81.0,3,370,0.0,1,0,183,6.5
166,190,RL,AllPub,Edwards,2fmCon,CompShg,BrkTil,644,GasA,Y,SBrkr,808,0,1355,2,0,4,2,Typ,missing,Y,missing,missing,0,WD,Normal,127500,1.5,1.5,2.0,2.0,3.0,13.5,2.5,5.0,68,28.0,9,532,1.0,0,140,0,6.0
167,20,RL,AllPub,ClearCr,1Fam,CompShg,CBlock,1617,GasA,Y,FuseA,1867,0,1867,1,0,2,1,Typ,Attchd,Y,GdWo,missing,0,COD,Normal,190000,1.5,1.5,2.0,2.0,3.0,13.5,3.0,4.0,54,54.0,16,1147,1.0,4,476,142,5.0
168,60,RL,AllPub,NridgHt,1Fam,CompShg,PConc,1582,GasA,Y,SBrkr,1610,0,2161,1,1,3,1,Typ,Attchd,Y,missing,missing,0,New,Partial,325624,1.5,1.5,2.0,3.5,1.5,12.5,3.0,4.0,0,0.0,0,1288,1.0,4,298,0,6.5
169,60,RL,AllPub,Gilbert,1Fam,CompShg,PConc,840,GasA,Y,SBrkr,840,0,1720,2,1,3,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,183500,1.5,1.5,2.0,5.0,2.5,12.5,3.0,4.0,3,3.0,3,0,0.0,3,148,0,6.0
170,20,RL,AllPub,Timber,1Fam,WdShake,CBlock,1686,GasA,Y,SBrkr,1707,0,1707,2,1,2,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,228000,1.5,1.5,2.0,5.0,2.5,9.5,3.0,4.0,25,25.0,25,0,0.0,3,638,0,7.0
171,50,RM,AllPub,OldTown,1Fam,CompShg,CBlock,720,GasA,Y,SBrkr,854,528,1382,1,1,2,1,Typ,Detchd,Y,missing,missing,0,WD,Normal,128500,1.5,1.5,1.5,4.5,3.0,8.0,3.5,4.0,66,16.0,57,360,0.0,4,237,0,5.5
172,20,RL,AllPub,NAmes,1Fam,CompShg,CBlock,1080,GasA,Y,SBrkr,1656,0,1656,1,0,3,1,Typ,Attchd,P,missing,missing,0,WD,Normal,215000,1.5,1.5,2.0,3.0,2.0,6.5,3.5,4.0,50,50.0,50,639,1.0,3,272,0,5.5
173,160,RL,AllPub,StoneBr,TwnhsE,CompShg,PConc,1064,GasA,Y,SBrkr,1064,0,1767,2,0,2,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,239000,1.5,1.5,2.0,3.0,1.5,6.0,2.0,3.0,19,19.0,19,710,1.0,2,476,0,7.0
174,20,RL,AllPub,NAmes,1Fam,CompShg,CBlock,1362,GasA,Y,SBrkr,1362,0,1362,1,1,3,1,Typ,Attchd,Y,missing,missing,0,COD,Normal,163000,1.5,1.5,2.0,2.0,3.0,14.5,3.5,4.0,47,47.0,47,662,1.0,2,20,0,5.5
175,20,RL,AllPub,Timber,1Fam,CompShg,CBlock,1606,GasA,Y,SBrkr,1651,0,1651,2,0,3,1,Min2,Attchd,Y,missing,missing,0,WD,Normal,184000,1.5,1.5,2.0,1.5,1.0,11.0,3.5,4.0,22,22.0,22,1606,1.0,3,192,0,5.5
176,20,RL,AllPub,Edwards,1Fam,CompShg,CBlock,1202,GasA,Y,SBrkr,2158,0,2158,2,0,4,1,Typ,Attchd,Y,MnPrv,missing,0,WD,Normal,243000,1.5,1.5,2.0,2.5,2.0,14.5,3.5,4.0,57,57.0,6,477,1.0,2,29,39,6.5
177,60,RL,AllPub,ClearCr,1Fam,CompShg,PConc,1151,GasA,Y,SBrkr,1164,0,2060,2,1,4,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,211000,1.5,1.5,2.0,3.5,2.5,9.5,3.0,4.0,19,19.0,18,831,0.5,3,228,192,5.5
178,50,RL,AllPub,Sawyer,1Fam,CompShg,CBlock,1052,GasA,Y,SBrkr,1252,0,1920,2,0,4,1,Typ,Attchd,Y,missing,missing,0,WD,Normal,172500,1.5,1.5,2.0,0.5,3.0,8.0,2.0,4.0,48,48.0,48,498,1.0,3,0,0,5.0
179,20,RL,AllPub,StoneBr,1Fam,CompShg,PConc,2216,GasA,Y,SBrkr,2234,0,2234,2,0,1,1,Typ,Attchd,Y,missing,missing,0,New,Partial,501837,1.5,1.5,2.0,3.5,1.5,12.5,2.0,4.0,1,0.0,0,1904,1.0,7,60,0,7.0
