Id,MSSubClass,MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,LowQualFinSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,MiscVal,SaleType,SaleCondition,SalePrice,HouseAge,GarageAge,RemodAge,BsmtFinSF,TotalBsmtBath,LivRmsAbvGrd,WDOpnPorch,TSSnEncPorch,OverallGrade
59,60,RL,Pave,missing,IR2,HLS,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Ex,TA,PConc,Ex,TA,Gd,Unf,Unf,1410,GasA,Ex,Y,SBrkr,1426,0,2945,3,1,3,1,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,missing,missing,missing,0,New,Partial,438780,0,0.0,0,0,0.0,6,192,37,7.5
60,20,RL,Pave,missing,Reg,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,missing,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,780,GasA,Ex,Y,SBrkr,780,0,780,1,0,2,1,TA,Typ,missing,Detchd,Unf,TA,TA,Y,missing,MnPrv,missing,0,WD,Normal,124900,36,35.0,36,632,0.0,1,196,0,6.0
61,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,missing,TA,TA,PConc,Gd,TA,No,ALQ,Unf,1158,GasA,Ex,Y,SBrkr,1158,0,1158,1,1,3,1,Gd,Typ,missing,Detchd,Unf,TA,TA,Y,missing,missing,missing,0,New,Partial,158000,2,0.0,2,941,1.0,1,50,0,5.5
62,75,RM,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,MetalSd,MetalSd,missing,TA,TA,BrkTil,TA,Fa,No,Unf,Unf,530,GasA,TA,N,SBrkr,581,0,1111,1,0,3,1,Fa,Typ,missing,Detchd,Unf,TA,TA,N,missing,missing,missing,0,WD,Normal,101000,87,72.0,11,0,0.0,2,0,144,6.0
63,120,RL,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,Gd,Mn,GLQ,Unf,1370,GasA,Ex,Y,SBrkr,1370,0,1370,2,0,2,1,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,WD,Normal,202500,1,1.0,1,24,0.0,3,169,0,6.5
64,70,RM,Pave,missing,IR1,Bnk,AllPub,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,Gable,CompShg,Stucco,Stucco,missing,TA,TA,BrkTil,TA,TA,No,Unf,Unf,576,GasA,Gd,Y,SBrkr,902,0,1710,2,0,3,1,TA,Typ,missing,Detchd,Unf,TA,TA,Y,missing,GdPrv,missing,0,WD,Normal,140000,89,20.0,60,0,0.0,5,23,64,6.5
65,60,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,Unf,1057,GasA,Ex,Y,SBrkr,1057,0,2034,2,1,3,1,Gd,Typ,missing,Attchd,RFn,TA,TA,Y,missing,GdPrv,missing,0,WD,Normal,219500,12,11.0,11,739,1.0,4,612,0,6.0
66,60,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Av,Unf,Unf,1143,GasA,Ex,Y,SBrkr,1143,0,2473,2,1,4,1,Gd,Typ,Gd,BuiltIn,RFn,TA,TA,Y,missing,missing,missing,0,WD,Normal,317000,3,3.0,2,0,0.0,4,343,0,6.5
67,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosA,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,1947,GasA,TA,Y,SBrkr,2207,0,2207,2,0,3,1,TA,Min1,Gd,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,WD,Normal,180000,40,40.0,21,912,1.0,3,301,0,6.0
68,20,RL,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,1453,GasA,Ex,Y,SBrkr,1479,0,1479,2,0,3,1,Gd,Typ,missing,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,WD,Normal,226000,4,4.0,4,1013,1.0,3,173,0,6.0
69,30,RM,Pave,missing,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,missing,TA,Gd,CBlock,TA,TA,No,Unf,Unf,747,GasA,TA,Y,SBrkr,747,0,747,1,0,2,1,TA,Typ,missing,Attchd,Unf,TA,TA,Y,missing,missing,missing,0,WD,Normal,80000,65,65.0,60,0,0.0,1,0,0,5.0
70,50,RL,Pave,missing,Reg,Lvl,AllPub,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,BrkFace,AsbShng,missing,Gd,TA,CBlock,TA,TA,No,BLQ,Unf,1304,GasW,TA,Y,SBrkr,1304,0,2287,2,0,3,1,TA,Typ,TA,Attchd,Fin,TA,TA,Y,missing,missing,missing,0,WD,Normal,225000,53,53.0,53,603,0.0,3,21,114,5.5
71,20,RL,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,Gd,CBlock,Gd,TA,Gd,ALQ,Unf,2223,GasA,Ex,Y,SBrkr,2223,0,2223,2,0,3,1,TA,Typ,Gd,Attchd,Fin,TA,TA,Y,missing,missing,missing,0,WD,Normal,244000,34,34.0,34,1880,1.0,4,300,0,6.5
72,20,RL,Pave,missing,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,missing,TA,TA,CBlock,TA,TA,No,ALQ,Unf,845,GasA,TA,Y,SBrkr,845,0,845,1,0,2,1,TA,Typ,missing,Detchd,Unf,TA,TA,Y,missing,missing,missing,0,WD,Normal,129500,25,20.0,1,565,1.0,1,0,0,5.0
73,60,RL,Pave,missing,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Unf,832,GasA,Gd,Y,SBrkr,885,0,1718,2,1,3,1,TA,Typ,TA,Attchd,Fin,TA,TA,Y,missing,missing,missing,0,WD,Normal,185000,11,11.0,11,0,0.0,3,94,291,6.0
74,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,1086,GasA,Gd,Y,SBrkr,1086,0,1086,1,0,3,1,TA,Typ,missing,Attchd,Unf,TA,TA,Y,missing,GdWo,missing,0,WD,Normal,144900,56,21.0,7,682,1.0,2,0,0,6.0
75,50,RM,Pave,missing,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gambrel,CompShg,VinylSd,VinylSd,missing,Gd,Gd,CBlock,Fa,TA,No,Unf,Unf,840,GasA,Gd,N,SBrkr,840,0,1605,2,0,3,2,TA,Typ,missing,Detchd,Unf,TA,TA,Y,missing,missing,missing,0,WD,Normal,107400,95,95.0,60,0,0.0,3,0,202,4.5
76,180,RM,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,Gable,CompShg,CemntBd,CmentBd,missing,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,462,GasA,TA,Y,SBrkr,526,0,988,1,0,2,1,TA,Typ,missing,BuiltIn,Unf,TA,TA,Y,missing,GdWo,missing,0,WD,Normal,91000,36,36.0,36,462,1.0,2,221,0,4.5
77,20,RL,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,missing,TA,TA,CBlock,TA,TA,No,ALQ,Unf,952,GasA,Ex,Y,FuseA,952,0,952,1,0,2,1,TA,Typ,missing,Detchd,Unf,TA,TA,Y,missing,missing,missing,0,WD,Normal,135750,52,52.0,52,228,0.0,1,0,0,5.5
78,50,RM,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,missing,TA,TA,CBlock,TA,TA,No,BLQ,GLQ,672,GasA,TA,Y,SBrkr,1072,0,1285,1,0,2,1,TA,Min1,missing,Detchd,Unf,TA,TA,Y,missing,MnPrv,missing,0,WD,Normal,127000,60,60.0,7,377,1.0,3,0,0,5.0
79,90,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,Hip,CompShg,HdBoard,HdBoard,missing,TA,TA,CBlock,TA,TA,No,Unf,Unf,1768,GasA,TA,N,SBrkr,1768,0,1768,2,0,4,2,TA,Typ,missing,missing,missing,missing,missing,Y,missing,missing,missing,0,WD,Normal,136500,42,30.0,42,0,0.0,2,0,0,4.5
80,50,RM,Pave,Grvl,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,missing,TA,TA,PConc,TA,TA,No,Unf,Unf,440,GasA,Gd,Y,SBrkr,682,0,1230,1,1,2,1,TA,Typ,missing,Detchd,Unf,TA,TA,Y,missing,MnPrv,missing,0,WD,Normal,110000,99,43.0,28,0,0.0,2,74,128,5.5
81,60,RL,Pave,missing,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,Gd,CBlock,Gd,TA,No,Rec,Unf,896,GasA,TA,Y,SBrkr,1182,0,2142,2,1,4,1,Gd,Typ,Gd,Attchd,Fin,TA,TA,Y,missing,missing,missing,0,WD,Normal,193500,41,41.0,41,448,0.0,3,72,252,6.0
82,120,RM,Pave,missing,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,Gd,PConc,Ex,Gd,No,GLQ,Unf,1237,GasA,Ex,Y,SBrkr,1337,0,1337,2,0,2,1,TA,Typ,missing,Attchd,Fin,TA,TA,Y,missing,missing,missing,0,WD,Normal,153500,8,8.0,8,1201,1.0,2,199,0,5.5
83,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,TA,TA,PConc,Gd,TA,No,GLQ,Unf,1563,GasA,Ex,Y,SBrkr,1563,0,1563,2,0,3,1,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,WD,Normal,245000,1,1.0,1,33,0.0,2,243,0,6.5
84,20,RL,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,BrkCmn,TA,TA,CBlock,TA,TA,No,Unf,Unf,1065,GasA,Gd,Y,SBrkr,1065,0,1065,1,1,3,1,TA,Typ,missing,Detchd,Unf,TA,TA,Y,missing,missing,missing,0,COD,Normal,126500,47,33.0,47,0,0.0,2,74,0,5.0
85,80,RL,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Unf,384,GasA,Gd,Y,SBrkr,804,0,1474,2,1,3,1,TA,Typ,TA,BuiltIn,Fin,TA,TA,Y,missing,missing,Shed,700,WD,Normal,168500,14,14.0,13,0,0.0,3,192,0,6.0
86,60,RL,Pave,missing,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,Gd,TA,No,Unf,Unf,1288,GasA,Ex,Y,SBrkr,1301,0,2417,2,1,4,1,Gd,Typ,TA,Attchd,Unf,TA,TA,Y,missing,missing,missing,0,WD,Normal,260000,15,15.0,14,0,0.0,4,209,0,6.5
87,60,RL,Pave,missing,IR2,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,missing,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,684,GasA,Ex,Y,SBrkr,684,0,1560,2,1,3,1,Gd,Typ,Gd,BuiltIn,Fin,TA,TA,Y,missing,missing,missing,0,WD,Normal,174000,4,4.0,4,0,0.0,2,138,0,5.5
88,160,FV,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,612,GasA,Ex,Y,SBrkr,612,0,1224,2,1,2,1,Gd,Typ,missing,Detchd,RFn,TA,TA,Y,missing,missing,missing,0,New,Partial,164500,0,0.0,0,0,0.0,1,234,0,5.5
89,50,C (all),Pave,missing,IR1,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,Hip,CompShg,Plywood,Plywood,missing,Fa,Fa,CBlock,TA,Fa,No,Unf,Unf,1013,GasA,TA,N,SBrkr,1013,513,1526,1,0,2,1,Fa,Typ,missing,missing,missing,missing,missing,N,missing,MnPrv,missing,0,ConLD,Abnorml,85000,94,29.0,27,0,0.0,3,0,156,2.5
90,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,missing,TA,TA,PConc,Gd,TA,No,GLQ,Unf,990,GasA,Ex,Y,SBrkr,990,0,990,1,0,3,1,TA,Typ,missing,missing,missing,missing,missing,Y,missing,missing,missing,0,WD,Normal,123600,13,27.0,12,588,1.0,1,0,0,4.5
91,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,Wd Sdng,missing,TA,TA,Slab,missing,missing,missing,missing,missing,0,GasA,TA,Y,FuseA,1040,0,1040,1,0,2,1,TA,Typ,missing,Detchd,Unf,TA,TA,Y,missing,missing,missing,0,WD,Normal,109900,56,56.0,56,0,0.0,1,29,0,4.5
92,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkCmn,TA,TA,CBlock,TA,TA,No,Rec,Unf,1235,GasA,TA,Y,SBrkr,1235,0,1235,1,0,2,1,TA,Typ,missing,Attchd,Unf,TA,TA,Y,missing,GdWo,missing,0,WD,Abnorml,98600,45,45.0,45,600,0.0,3,0,0,4.0
93,30,RL,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,missing,TA,Gd,BrkTil,Gd,TA,No,ALQ,Unf,876,GasA,Ex,Y,SBrkr,964,0,964,1,0,2,1,TA,Typ,missing,Detchd,Unf,TA,TA,Y,missing,missing,missing,0,WD,Normal,163500,88,88.0,3,713,1.0,2,0,44,6.0
94,190,C (all),Pave,missing,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,Hip,CompShg,MetalSd,MetalSd,missing,TA,TA,BrkTil,TA,Fa,Mn,Rec,Unf,1214,GasW,Ex,N,SBrkr,1260,0,2291,2,0,4,2,TA,Typ,Gd,Detchd,Unf,TA,TA,Y,missing,missing,missing,0,WD,Normal,133900,97,107.0,9,1046,0.5,3,0,99,6.0
95,60,RL,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,missing,TA,Gd,PConc,Gd,TA,No,GLQ,Unf,824,GasA,Ex,Y,SBrkr,905,0,1786,2,1,3,1,Gd,Typ,missing,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,WD,Normal,204750,10,10.0,10,648,1.0,3,162,0,5.5
96,60,RL,Pave,missing,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Ex,Gd,PConc,Gd,Gd,No,ALQ,Unf,680,GasA,Gd,Y,SBrkr,680,0,1470,2,1,3,1,TA,Typ,TA,BuiltIn,Fin,TA,TA,Y,missing,missing,Shed,480,WD,Normal,185000,16,16.0,16,310,0.0,2,295,0,7.0
97,20,RL,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,ALQ,Unf,1588,GasA,Ex,Y,SBrkr,1588,0,1588,2,0,3,1,Gd,Typ,missing,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,WD,Normal,214000,7,7.0,7,1162,0.0,2,187,0,6.0
98,20,RL,Pave,missing,Reg,HLS,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,960,GasA,TA,Y,FuseF,960,0,960,1,0,3,1,TA,Typ,missing,Attchd,Fin,TA,TA,P,missing,missing,missing,0,WD,Normal,94750,42,42.0,42,520,1.0,2,120,0,4.5
99,30,RL,Pave,missing,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,missing,TA,TA,BrkTil,TA,TA,No,ALQ,Unf,458,GasA,Fa,N,SBrkr,835,0,835,1,0,2,1,TA,Typ,missing,Basment,Unf,Fa,TA,Y,missing,missing,Shed,400,COD,Abnorml,83000,90,90.0,60,108,0.0,2,0,77,5.0
100,20,RL,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,missing,TA,TA,CBlock,TA,TA,No,ALQ,Unf,950,GasA,Fa,Y,SBrkr,1225,0,1225,1,1,3,1,TA,Typ,missing,missing,missing,missing,missing,Y,missing,missing,Shed,400,WD,Normal,128950,51,30.0,51,569,1.0,2,352,0,4.5
101,20,RL,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,PConc,TA,TA,Mn,ALQ,Unf,1610,GasA,Gd,Y,SBrkr,1610,0,1610,2,0,3,1,Gd,Typ,TA,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,WD,Normal,205000,33,33.0,9,1200,1.0,2,236,0,6.5
102,60,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,Gd,TA,No,Unf,Unf,741,GasA,TA,Y,SBrkr,977,0,1732,2,1,3,1,Gd,Typ,TA,Attchd,Fin,TA,TA,Y,missing,missing,missing,0,WD,Normal,178000,25,25.0,25,0,0.0,3,238,0,5.5
103,90,RL,Pave,missing,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,Gable,CompShg,HdBoard,HdBoard,missing,TA,Fa,Slab,missing,missing,missing,missing,missing,0,GasA,TA,Y,SBrkr,1535,0,1535,2,0,4,2,TA,Typ,missing,Attchd,Unf,TA,TA,Y,missing,missing,missing,0,WD,Alloca,118964,30,30.0,30,0,0.0,2,0,0,5.0
104,20,RL,Pave,missing,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,missing,TA,TA,PConc,Gd,TA,No,Unf,Unf,1226,GasA,Ex,Y,SBrkr,1226,0,1226,2,0,3,1,Gd,Typ,missing,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,WD,Normal,198900,1,1.0,1,0,0.0,2,36,0,6.0
105,50,RM,Pave,missing,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Stucco,Stucco,BrkFace,TA,Fa,PConc,TA,TA,No,LwQ,Unf,1040,GasA,Ex,Y,FuseF,1226,0,1818,1,1,4,1,TA,Typ,TA,Detchd,Unf,TA,TA,Y,missing,missing,missing,0,WD,Normal,169500,76,56.0,57,224,0.0,2,0,184,5.5
106,60,FV,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,No,Unf,Unf,1053,GasA,Ex,Y,SBrkr,1053,0,1992,2,1,3,1,Gd,Typ,Gd,Attchd,RFn,TA,TA,Y,missing,missing,missing,0,WD,Normal,250000,5,5.0,4,0,0.0,5,185,0,6.5
107,30,RM,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Mansard,CompShg,VinylSd,VinylSd,missing,TA,TA,BrkTil,Fa,TA,No,Unf,Unf,641,GasA,Gd,Y,SBrkr,1047,0,1047,1,0,2,1,TA,Typ,missing,Detchd,Unf,Fa,Fa,N,missing,missing,Shed,450,WD,Normal,100000,122,53.0,12,0,0.0,3,0,0,5.5
108,20,RM,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,missing,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,789,GasA,Ex,Y,SBrkr,789,0,789,1,0,2,1,TA,Typ,missing,Detchd,Unf,TA,TA,Y,missing,missing,missing,0,WD,Partial,115000,60,60.0,58,273,0.0,2,0,0,5.0
109,50,RM,Pave,missing,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,CemntBd,CmentBd,missing,TA,TA,CBlock,TA,TA,No,Unf,Unf,793,GasW,TA,N,FuseF,997,0,1517,2,0,3,1,Fa,Typ,missing,missing,missing,missing,missing,N,missing,missing,missing,0,WD,Normal,115000,88,27.0,2,0,0.0,3,0,144,6.0
110,20,RL,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,1844,GasA,Ex,Y,SBrkr,1844,0,1844,2,0,3,1,TA,Typ,TA,Attchd,RFn,TA,TA,Y,missing,MnPrv,missing,0,COD,Normal,190000,33,33.0,33,705,0.0,3,122,0,6.0
111,50,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,missing,TA,TA,CBlock,TA,Fa,No,Rec,Unf,994,GasA,Gd,Y,SBrkr,1216,0,1855,2,0,4,1,TA,Typ,missing,Attchd,Unf,TA,TA,Y,missing,missing,missing,0,WD,Normal,136900,52,52.0,34,444,0.0,2,182,0,5.0
112,80,RL,Pave,missing,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,Gable,CompShg,VinylSd,VinylSd,missing,TA,TA,PConc,Gd,TA,No,GLQ,Unf,384,GasA,Ex,Y,SBrkr,774,0,1430,2,1,3,1,TA,Typ,TA,BuiltIn,Fin,TA,TA,Y,missing,missing,missing,0,WD,Normal,180000,10,10.0,10,250,0.0,3,180,0,6.0
113,60,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,1264,GasA,Ex,Y,SBrkr,1282,0,2696,2,1,4,1,Ex,Typ,Gd,BuiltIn,Fin,TA,TA,Y,missing,missing,missing,0,New,Partial,383970,0,0.0,0,984,1.0,5,304,168,6.0
114,20,RL,Pave,missing,Reg,Bnk,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,Gd,CBlock,Gd,TA,Mn,ALQ,Rec,1809,GasA,TA,Y,SBrkr,2259,0,2259,2,0,3,1,Gd,Typ,Gd,Basment,Unf,TA,TA,Y,missing,MnPrv,missing,0,COD,Abnorml,217000,54,54.0,54,904,1.0,3,286,192,5.5
115,70,RL,Pave,missing,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,Gambrel,CompShg,Wd Sdng,Wd Sdng,missing,TA,TA,CBlock,TA,TA,No,ALQ,LwQ,1028,GasA,Ex,Y,SBrkr,1436,0,2320,2,1,3,1,Gd,Typ,TA,Detchd,Unf,TA,TA,Y,missing,MnPrv,missing,0,WD,Normal,259500,62,62.0,5,924,1.0,5,224,0,7.0
116,160,FV,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,PConc,Gd,TA,No,GLQ,Unf,729,GasA,Gd,Y,SBrkr,729,0,1458,2,1,2,1,TA,Typ,Fa,Detchd,Unf,TA,TA,Y,missing,missing,missing,0,WD,Normal,176000,8,8.0,8,419,0.0,2,32,0,5.5
117,20,RL,Pave,missing,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,LwQ,BLQ,1092,GasA,TA,Y,SBrkr,1092,0,1092,1,0,3,1,TA,Typ,Po,Attchd,Unf,TA,TA,Y,missing,missing,missing,0,WD,Normal,139000,47,47.0,47,840,0.5,2,20,144,5.0
118,20,RL,Pave,missing,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,missing,TA,TA,PConc,Gd,TA,No,Unf,Unf,1125,GasA,Gd,Y,SBrkr,1125,0,1125,1,1,2,1,TA,Typ,missing,Attchd,Unf,TA,TA,Y,missing,missing,missing,0,New,Partial,155000,1,0.0,0,0,0.0,2,144,0,5.0
